Time,FT1,FT2,FT3,FT4,FT5,FT6
11:00:16:198172,-4.475,-0.229,0.924,-0.058,-0.015,0.018
11:00:16:203306,-4.608,-0.173,1.135,-0.06,-0.008,0.021
11:00:16:208469,-4.698,-0.125,1.262,-0.062,-0.001,0.021
11:00:16:213634,-4.78,-0.039,1.324,-0.064,0.009,0.023
11:00:16:218773,-4.805,-0.001,1.333,-0.064,0.016,0.023
11:00:16:223939,-4.862,-0.013,1.45,-0.061,0.025,0.023
11:00:16:229101,-4.988,-0.096,1.673,-0.054,0.032,0.021
11:00:16:234262,-5.093,-0.148,1.793,-0.047,0.034,0.02
11:00:16:239425,-5.249,-0.157,1.901,-0.033,0.037,0.018
11:00:16:244588,-5.35,-0.11,1.975,-0.024,0.039,0.017
11:00:16:249750,-5.508,-0.009,2.105,-0.016,0.044,0.016
11:00:16:254928,-5.656,0.057,2.149,-0.016,0.048,0.015
11:00:16:260088,-5.734,0.073,2.114,-0.018,0.049,0.016
11:00:16:265240,-5.813,0.086,2.077,-0.025,0.051,0.016
11:00:16:270370,-5.849,0.103,2.123,-0.031,0.052,0.016
11:00:16:275481,-5.89,0.135,2.278,-0.042,0.051,0.016
11:00:16:280656,-5.911,0.149,2.388,-0.049,0.05,0.017
11:00:16:285829,-5.93,0.142,2.51,-0.055,0.05,0.02
11:00:16:291081,-5.928,0.116,2.56,-0.054,0.054,0.021
11:00:16:296240,-5.92,0.053,2.57,-0.047,0.065,0.019
11:00:16:301321,-5.941,-0.012,2.458,-0.042,0.075,0.016
11:00:16:306484,-5.974,-0.037,2.31,-0.042,0.08,0.014
11:00:16:311644,-6.024,-0.031,2.047,-0.044,0.084,0.012
11:00:16:316782,-6.048,0,1.867,-0.046,0.086,0.011
11:00:16:321952,-6.055,0.013,1.837,-0.046,0.087,0.01
11:00:16:327107,-6.074,0.003,1.899,-0.043,0.088,0.007
11:00:16:332284,-6.096,-0.014,1.973,-0.04,0.089,0.005
11:00:16:337461,-6.126,-0.032,2.042,-0.038,0.089,0.003
11:00:16:342632,-6.178,-0.059,2.079,-0.036,0.089,0.001
11:00:16:347709,-6.218,-0.084,2.013,-0.035,0.091,0.001
11:00:16:352860,-6.23,-0.103,1.926,-0.035,0.094,0.001
11:00:16:358033,-6.224,-0.108,1.908,-0.035,0.096,0.001
11:00:16:363201,-6.212,-0.103,1.912,-0.033,0.098,0.003
11:00:16:368356,-6.202,-0.088,1.885,-0.031,0.1,0.005
11:00:16:373534,-6.187,-0.051,1.811,-0.029,0.101,0.009
11:00:16:378720,-6.18,-0.023,1.797,-0.028,0.102,0.011
11:00:16:383888,-6.184,0.006,1.849,-0.029,0.104,0.012
11:00:16:389057,-6.197,0.025,1.868,-0.03,0.106,0.012
11:00:16:394195,-6.205,0.041,1.826,-0.03,0.109,0.012
11:00:16:399339,-6.217,0.077,1.747,-0.03,0.111,0.013
11:00:16:404414,-6.23,0.103,1.72,-0.03,0.111,0.014
